event,event_datetime,market_group,market,selection,player_number,player_name,line,option,odds
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots,Player Shots,Jayden Nelson,26,Jayden Nelson,6+,6+,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots,Player Shots,Liam Millar,11,Liam Millar,6+,6+,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots,Player Shots,Moise Bombito,15,Moise Bombito,7+,7+,19.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots,Player Shots,Cyle Larin,9,Cyle Larin,7+,7+,19.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots,Player Shots,Promise David,24,Promise David,7+,7+,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Dennis Hadzikadunic,3,Dennis Hadzikadunic,Booked,Booked,2.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Armin Gigovic,8,Armin Gigovic,Booked,Booked,2.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Amir Hadziahmetovic,16,Amir Hadziahmetovic,Booked,Booked,2.87
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Benjamin Tahirovic,6,Benjamin Tahirovic,Booked,Booked,2.87
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Nihad Mujakic,2,Nihad Mujakic,Booked,Booked,2.87
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Moise Bombito,15,Moise Bombito,Booked,Booked,3.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Derek Cornelius,13,Derek Cornelius,Booked,Booked,3.10
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Amar Dedic,7,Amar Dedic,Booked,Booked,3.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Dzenis Burnic,17,Dzenis Burnic,Booked,Booked,3.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Ermedin Demirovic,10,Ermedin Demirovic,Booked,Booked,3.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Ivan Basic,13,Ivan Basic,Booked,Booked,3.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Ivan Sunjic,14,Ivan Sunjic,Booked,Booked,3.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Sead Kolasinac,5,Sead Kolasinac,Booked,Booked,3.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Tarik Muharemovic,4,Tarik Muharemovic,Booked,Booked,3.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Amar Memic,15,Amar Memic,Booked,Booked,3.60
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Haris Tabakovic,23,Haris Tabakovic,Booked,Booked,3.60
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Nikola Katic,18,Nikola Katic,Booked,Booked,3.60
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Stjepan Radeljic,21,Stjepan Radeljic,Booked,Booked,3.60
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Tajon Buchanan,17,Tajon Buchanan,Booked,Booked,3.60
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Alistair Johnston,2,Alistair Johnston,Booked,Booked,4.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Ermin Mahmic,26,Ermin Mahmic,Booked,Booked,4.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Jayden Nelson,26,Jayden Nelson,Booked,Booked,4.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Jovo Lukic,25,Jovo Lukic,Booked,Booked,4.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Luc De Fougerolles,4,Luc De Fougerolles,Booked,Booked,4.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Nidal Celik,24,Nidal Celik,Booked,Booked,4.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Richie Laryea,22,Richie Laryea,Booked,Booked,4.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Samed Bazdar,9,Samed Bazdar,Booked,Booked,4.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Edin Dzeko,11,Edin Dzeko,Booked,Booked,4.33
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Kerim Alajbegovic,19,Kerim Alajbegovic,Booked,Booked,4.33
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Alfie Jones,3,Alfie Jones,Booked,Booked,4.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Cyle Larin,9,Cyle Larin,Booked,Booked,4.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Ismael Kone,8,Ismael Kone,Booked,Booked,4.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Joel Waterman,5,Joel Waterman,Booked,Booked,4.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Stephen Eustaquio,7,Stephen Eustaquio,Booked,Booked,4.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Tani Oluwaseyi,12,Tani Oluwaseyi,Booked,Booked,4.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Esmir Bajraktarevic,20,Esmir Bajraktarevic,Booked,Booked,4.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Nathan-Dylan Saliba,25,Nathan-Dylan Saliba,Booked,Booked,5.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Niko Sigur,23,Niko Sigur,Booked,Booked,5.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Mathieu Choiniere,6,Mathieu Choiniere,Booked,Booked,5.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Ali Ahmed,20,Ali Ahmed,Booked,Booked,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Jonathan Osorio,21,Jonathan Osorio,Booked,Booked,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Liam Millar,11,Liam Millar,Booked,Booked,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Promise David,24,Promise David,Booked,Booked,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Jacob Shaffelburg,14,Jacob Shaffelburg,Booked,Booked,6.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Dayne St. Clair,1,Dayne St. Clair,Booked,Booked,7.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Jonathan David,10,Jonathan David,Booked,Booked,7.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Maxime Crepeau,16,Maxime Crepeau,Booked,Booked,7.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Owen Goodman,18,Owen Goodman,Booked,Booked,7.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Martin Zlomislic,22,Martin Zlomislic,Booked,Booked,8.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Mladen Jurkas,,Mladen Jurkas,Booked,Booked,8.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Nikola Vasilj,1,Nikola Vasilj,Booked,Booked,8.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Dennis Hadzikadunic,3,Dennis Hadzikadunic,1st Card,1st Card,7.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Armin Gigovic,8,Armin Gigovic,1st Card,1st Card,9.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Amir Hadziahmetovic,16,Amir Hadziahmetovic,1st Card,1st Card,10.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Benjamin Tahirovic,6,Benjamin Tahirovic,1st Card,1st Card,10.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Nihad Mujakic,2,Nihad Mujakic,1st Card,1st Card,10.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Moise Bombito,15,Moise Bombito,1st Card,1st Card,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Derek Cornelius,13,Derek Cornelius,1st Card,1st Card,12.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Amar Dedic,7,Amar Dedic,1st Card,1st Card,12.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Dzenis Burnic,17,Dzenis Burnic,1st Card,1st Card,12.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Ermedin Demirovic,10,Ermedin Demirovic,1st Card,1st Card,12.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Ivan Basic,13,Ivan Basic,1st Card,1st Card,12.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Ivan Sunjic,14,Ivan Sunjic,1st Card,1st Card,12.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Sead Kolasinac,5,Sead Kolasinac,1st Card,1st Card,12.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Tarik Muharemovic,4,Tarik Muharemovic,1st Card,1st Card,12.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Amar Memic,15,Amar Memic,1st Card,1st Card,13.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Haris Tabakovic,23,Haris Tabakovic,1st Card,1st Card,13.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Nikola Katic,18,Nikola Katic,1st Card,1st Card,13.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Stjepan Radeljic,21,Stjepan Radeljic,1st Card,1st Card,13.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Tajon Buchanan,17,Tajon Buchanan,1st Card,1st Card,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Alistair Johnston,2,Alistair Johnston,1st Card,1st Card,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Ermin Mahmic,26,Ermin Mahmic,1st Card,1st Card,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Jayden Nelson,26,Jayden Nelson,1st Card,1st Card,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Jovo Lukic,25,Jovo Lukic,1st Card,1st Card,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Luc De Fougerolles,4,Luc De Fougerolles,1st Card,1st Card,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Nidal Celik,24,Nidal Celik,1st Card,1st Card,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Richie Laryea,22,Richie Laryea,1st Card,1st Card,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Samed Bazdar,9,Samed Bazdar,1st Card,1st Card,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Edin Dzeko,11,Edin Dzeko,1st Card,1st Card,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Kerim Alajbegovic,19,Kerim Alajbegovic,1st Card,1st Card,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Alfie Jones,3,Alfie Jones,1st Card,1st Card,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Cyle Larin,9,Cyle Larin,1st Card,1st Card,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Ismael Kone,8,Ismael Kone,1st Card,1st Card,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Joel Waterman,5,Joel Waterman,1st Card,1st Card,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Stephen Eustaquio,7,Stephen Eustaquio,1st Card,1st Card,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Tani Oluwaseyi,12,Tani Oluwaseyi,1st Card,1st Card,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Esmir Bajraktarevic,20,Esmir Bajraktarevic,1st Card,1st Card,19.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Nathan-Dylan Saliba,25,Nathan-Dylan Saliba,1st Card,1st Card,19.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Niko Sigur,23,Niko Sigur,1st Card,1st Card,19.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Mathieu Choiniere,6,Mathieu Choiniere,1st Card,1st Card,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Ali Ahmed,20,Ali Ahmed,1st Card,1st Card,23.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Jonathan Osorio,21,Jonathan Osorio,1st Card,1st Card,23.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Liam Millar,11,Liam Millar,1st Card,1st Card,23.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Promise David,24,Promise David,1st Card,1st Card,23.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Jacob Shaffelburg,14,Jacob Shaffelburg,1st Card,1st Card,26.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Dayne St. Clair,1,Dayne St. Clair,1st Card,1st Card,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Jonathan David,10,Jonathan David,1st Card,1st Card,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Maxime Crepeau,16,Maxime Crepeau,1st Card,1st Card,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Owen Goodman,18,Owen Goodman,1st Card,1st Card,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Martin Zlomislic,22,Martin Zlomislic,1st Card,1st Card,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Mladen Jurkas,,Mladen Jurkas,1st Card,1st Card,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Nikola Vasilj,1,Nikola Vasilj,1st Card,1st Card,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Dennis Hadzikadunic,3,Dennis Hadzikadunic,Red Card,Red Card,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Armin Gigovic,8,Armin Gigovic,Red Card,Red Card,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Amir Hadziahmetovic,16,Amir Hadziahmetovic,Red Card,Red Card,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Benjamin Tahirovic,6,Benjamin Tahirovic,Red Card,Red Card,34.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Nihad Mujakic,2,Nihad Mujakic,Red Card,Red Card,34.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Moise Bombito,15,Moise Bombito,Red Card,Red Card,34.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Derek Cornelius,13,Derek Cornelius,Red Card,Red Card,41.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Amar Dedic,7,Amar Dedic,Red Card,Red Card,34.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Dzenis Burnic,17,Dzenis Burnic,Red Card,Red Card,34.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Ermedin Demirovic,10,Ermedin Demirovic,Red Card,Red Card,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Ivan Basic,13,Ivan Basic,Red Card,Red Card,34.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Ivan Sunjic,14,Ivan Sunjic,Red Card,Red Card,34.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Sead Kolasinac,5,Sead Kolasinac,Red Card,Red Card,34.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Tarik Muharemovic,4,Tarik Muharemovic,Red Card,Red Card,34.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Amar Memic,15,Amar Memic,Red Card,Red Card,34.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Haris Tabakovic,23,Haris Tabakovic,Red Card,Red Card,34.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Nikola Katic,18,Nikola Katic,Red Card,Red Card,34.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Stjepan Radeljic,21,Stjepan Radeljic,Red Card,Red Card,34.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Tajon Buchanan,17,Tajon Buchanan,Red Card,Red Card,51.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Alistair Johnston,2,Alistair Johnston,Red Card,Red Card,51.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Ermin Mahmic,26,Ermin Mahmic,Red Card,Red Card,34.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Jayden Nelson,26,Jayden Nelson,Red Card,Red Card,51.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Jovo Lukic,25,Jovo Lukic,Red Card,Red Card,34.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Luc De Fougerolles,4,Luc De Fougerolles,Red Card,Red Card,51.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Nidal Celik,24,Nidal Celik,Red Card,Red Card,41.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Richie Laryea,22,Richie Laryea,Red Card,Red Card,51.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Samed Bazdar,9,Samed Bazdar,Red Card,Red Card,41.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Edin Dzeko,11,Edin Dzeko,Red Card,Red Card,51.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Kerim Alajbegovic,19,Kerim Alajbegovic,Red Card,Red Card,41.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Alfie Jones,3,Alfie Jones,Red Card,Red Card,51.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Cyle Larin,9,Cyle Larin,Red Card,Red Card,51.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Ismael Kone,8,Ismael Kone,Red Card,Red Card,51.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Joel Waterman,5,Joel Waterman,Red Card,Red Card,51.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Stephen Eustaquio,7,Stephen Eustaquio,Red Card,Red Card,51.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Tani Oluwaseyi,12,Tani Oluwaseyi,Red Card,Red Card,51.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Esmir Bajraktarevic,20,Esmir Bajraktarevic,Red Card,Red Card,51.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Nathan-Dylan Saliba,25,Nathan-Dylan Saliba,Red Card,Red Card,51.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Niko Sigur,23,Niko Sigur,Red Card,Red Card,51.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Mathieu Choiniere,6,Mathieu Choiniere,Red Card,Red Card,51.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Ali Ahmed,20,Ali Ahmed,Red Card,Red Card,67.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Jonathan Osorio,21,Jonathan Osorio,Red Card,Red Card,67.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Liam Millar,11,Liam Millar,Red Card,Red Card,67.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Promise David,24,Promise David,Red Card,Red Card,67.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Jacob Shaffelburg,14,Jacob Shaffelburg,Red Card,Red Card,67.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Dayne St. Clair,1,Dayne St. Clair,Red Card,Red Card,101.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Jonathan David,10,Jonathan David,Red Card,Red Card,81.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Maxime Crepeau,16,Maxime Crepeau,Red Card,Red Card,101.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Owen Goodman,18,Owen Goodman,Red Card,Red Card,101.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Martin Zlomislic,22,Martin Zlomislic,Red Card,Red Card,67.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Mladen Jurkas,,Mladen Jurkas,Red Card,Red Card,67.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Cards,Player Cards,Nikola Vasilj,1,Nikola Vasilj,Red Card,Red Card,67.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ivan Sunjic,14,Ivan Sunjic,1+,1+,1.071
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Nathan-Dylan Saliba,25,Nathan-Dylan Saliba,1+,1+,1.083
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ermedin Demirovic,10,Ermedin Demirovic,1+,1+,1.10
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Haris Tabakovic,23,Haris Tabakovic,1+,1+,1.10
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Stephen Eustaquio,7,Stephen Eustaquio,1+,1+,1.10
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Benjamin Tahirovic,6,Benjamin Tahirovic,1+,1+,1.12
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ivan Basic,13,Ivan Basic,1+,1+,1.12
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Sead Kolasinac,5,Sead Kolasinac,1+,1+,1.14
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Nikola Katic,18,Nikola Katic,1+,1+,1.16
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Tajon Buchanan,17,Tajon Buchanan,1+,1+,1.16
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Cyle Larin,9,Cyle Larin,1+,1+,1.18
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Dennis Hadzikadunic,3,Dennis Hadzikadunic,1+,1+,1.18
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Derek Cornelius,13,Derek Cornelius,1+,1+,1.18
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ismael Kone,8,Ismael Kone,1+,1+,1.18
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Luc De Fougerolles,4,Luc De Fougerolles,1+,1+,1.18
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Richie Laryea,22,Richie Laryea,1+,1+,1.18
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Stjepan Radeljic,21,Stjepan Radeljic,1+,1+,1.18
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ali Ahmed,20,Ali Ahmed,1+,1+,1.20
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Alistair Johnston,2,Alistair Johnston,1+,1+,1.22
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Armin Gigovic,8,Armin Gigovic,1+,1+,1.22
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Mathieu Choiniere,6,Mathieu Choiniere,1+,1+,1.22
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Amir Hadziahmetovic,16,Amir Hadziahmetovic,1+,1+,1.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Jacob Shaffelburg,14,Jacob Shaffelburg,1+,1+,1.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Jayden Nelson,26,Jayden Nelson,1+,1+,1.28
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Liam Millar,11,Liam Millar,1+,1+,1.28
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Nihad Mujakic,2,Nihad Mujakic,1+,1+,1.28
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Dzenis Burnic,17,Dzenis Burnic,1+,1+,1.30
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Ermin Mahmic,26,Ermin Mahmic,1+,1+,1.30
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Kerim Alajbegovic,19,Kerim Alajbegovic,1+,1+,1.30
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Fouls Committed,Player Fouls Committed,Tani Oluwaseyi,12,Tani Oluwaseyi,1+,1+,1.30
