event,event_datetime,market_group,market,selection,player_number,player_name,line,option,odds
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Niko Sigur,23,Niko Sigur,Anytime,Anytime,10.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Alfie Jones,3,Alfie Jones,Anytime,Anytime,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Alistair Johnstone,2,Alistair Johnstone,Anytime,Anytime,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Dzenis Burnic,17,Dzenis Burnic,Anytime,Anytime,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Joel Waterman,5,Joel Waterman,Anytime,Anytime,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Luc De Fougerolles,4,Luc De Fougerolles,Anytime,Anytime,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Moise Bombito,15,Moise Bombito,Anytime,Anytime,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Amar Dedic,7,Amar Dedic,Anytime,Anytime,12.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Amir Hadziahmetovic,16,Amir Hadziahmetovic,Anytime,Anytime,12.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Derek Cornelius,13,Derek Cornelius,Anytime,Anytime,12.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Ivan Sunjic,14,Ivan Sunjic,Anytime,Anytime,12.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Nikola Katic,18,Nikola Katic,Anytime,Anytime,12.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Richie Laryea,22,Richie Laryea,Anytime,Anytime,12.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Nidal Celik,24,Nidal Celik,Anytime,Anytime,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Nihad Mujakic,2,Nihad Mujakic,Anytime,Anytime,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Sead Kolasinac,5,Sead Kolasinac,Anytime,Anytime,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Stjepan Radeljic,21,Stjepan Radeljic,Anytime,Anytime,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Tarik Muharemovic,4,Tarik Muharemovic,Anytime,Anytime,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Dennis Hadzikadunic,3,Dennis Hadzikadunic,Anytime,Anytime,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Jonathan David,10,Jonathan David,First,First,5.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Cyle Larin,9,Cyle Larin,First,First,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Promise David,24,Promise David,First,First,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Tani Oluwaseyi,12,Tani Oluwaseyi,First,First,7.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Edin Dzeko,11,Edin Dzeko,First,First,8.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Jacob Shaffelburg,14,Jacob Shaffelburg,First,First,9.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Jayden Nelson,26,Jayden Nelson,First,First,9.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Haris Tabakovic,23,Haris Tabakovic,First,First,10.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Ermedin Demirovic,10,Ermedin Demirovic,First,First,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Ismael Kone,8,Ismael Kone,First,First,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Jovo Lukic,25,Jovo Lukic,First,First,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Tajon Buchanan,17,Tajon Buchanan,First,First,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Jonathan Osorio,21,Jonathan Osorio,First,First,12.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Liam Millar,11,Liam Millar,First,First,12.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Samed Bazdar,9,Samed Bazdar,First,First,12.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Kerim Alajbegovic,19,Kerim Alajbegovic,First,First,13.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Nathan-Dylan Saliba,25,Nathan-Dylan Saliba,First,First,13.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Ali Ahmed,20,Ali Ahmed,First,First,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Ermin Mahmic,26,Ermin Mahmic,First,First,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Esmir Bajraktarevic,20,Esmir Bajraktarevic,First,First,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Mathieu Choiniere,6,Mathieu Choiniere,First,First,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Stephen Eustaquio,7,Stephen Eustaquio,First,First,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Armin Gigovic,8,Armin Gigovic,First,First,19.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Amar Memic,15,Amar Memic,First,First,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Benjamin Tahirovic,6,Benjamin Tahirovic,First,First,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Ivan Basic,13,Ivan Basic,First,First,23.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Niko Sigur,23,Niko Sigur,First,First,23.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Alfie Jones,3,Alfie Jones,First,First,26.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Alistair Johnstone,2,Alistair Johnstone,First,First,26.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Dzenis Burnic,17,Dzenis Burnic,First,First,26.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Joel Waterman,5,Joel Waterman,First,First,26.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Luc De Fougerolles,4,Luc De Fougerolles,First,First,26.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Moise Bombito,15,Moise Bombito,First,First,26.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Amar Dedic,7,Amar Dedic,First,First,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Amir Hadziahmetovic,16,Amir Hadziahmetovic,First,First,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Derek Cornelius,13,Derek Cornelius,First,First,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Ivan Sunjic,14,Ivan Sunjic,First,First,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Nikola Katic,18,Nikola Katic,First,First,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Richie Laryea,22,Richie Laryea,First,First,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Nidal Celik,24,Nidal Celik,First,First,41.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Nihad Mujakic,2,Nihad Mujakic,First,First,41.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Sead Kolasinac,5,Sead Kolasinac,First,First,41.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Stjepan Radeljic,21,Stjepan Radeljic,First,First,41.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Tarik Muharemovic,4,Tarik Muharemovic,First,First,41.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Dennis Hadzikadunic,3,Dennis Hadzikadunic,First,First,51.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Jonathan David,10,Jonathan David,Last,Last,5.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Cyle Larin,9,Cyle Larin,Last,Last,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Promise David,24,Promise David,Last,Last,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Tani Oluwaseyi,12,Tani Oluwaseyi,Last,Last,7.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Edin Dzeko,11,Edin Dzeko,Last,Last,8.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Jacob Shaffelburg,14,Jacob Shaffelburg,Last,Last,9.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Jayden Nelson,26,Jayden Nelson,Last,Last,9.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Haris Tabakovic,23,Haris Tabakovic,Last,Last,10.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Ermedin Demirovic,10,Ermedin Demirovic,Last,Last,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Ismael Kone,8,Ismael Kone,Last,Last,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Jovo Lukic,25,Jovo Lukic,Last,Last,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Tajon Buchanan,17,Tajon Buchanan,Last,Last,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Jonathan Osorio,21,Jonathan Osorio,Last,Last,12.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Liam Millar,11,Liam Millar,Last,Last,12.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Samed Bazdar,9,Samed Bazdar,Last,Last,12.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Kerim Alajbegovic,19,Kerim Alajbegovic,Last,Last,13.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Nathan-Dylan Saliba,25,Nathan-Dylan Saliba,Last,Last,13.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Ali Ahmed,20,Ali Ahmed,Last,Last,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Ermin Mahmic,26,Ermin Mahmic,Last,Last,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Esmir Bajraktarevic,20,Esmir Bajraktarevic,Last,Last,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Mathieu Choiniere,6,Mathieu Choiniere,Last,Last,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Stephen Eustaquio,7,Stephen Eustaquio,Last,Last,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Armin Gigovic,8,Armin Gigovic,Last,Last,19.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Amar Memic,15,Amar Memic,Last,Last,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Benjamin Tahirovic,6,Benjamin Tahirovic,Last,Last,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Ivan Basic,13,Ivan Basic,Last,Last,23.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Niko Sigur,23,Niko Sigur,Last,Last,23.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Alfie Jones,3,Alfie Jones,Last,Last,26.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Alistair Johnstone,2,Alistair Johnstone,Last,Last,26.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Dzenis Burnic,17,Dzenis Burnic,Last,Last,26.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Joel Waterman,5,Joel Waterman,Last,Last,26.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Luc De Fougerolles,4,Luc De Fougerolles,Last,Last,26.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Moise Bombito,15,Moise Bombito,Last,Last,26.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Amar Dedic,7,Amar Dedic,Last,Last,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Amir Hadziahmetovic,16,Amir Hadziahmetovic,Last,Last,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Derek Cornelius,13,Derek Cornelius,Last,Last,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Ivan Sunjic,14,Ivan Sunjic,Last,Last,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Nikola Katic,18,Nikola Katic,Last,Last,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Richie Laryea,22,Richie Laryea,Last,Last,29.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Nidal Celik,24,Nidal Celik,Last,Last,41.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Nihad Mujakic,2,Nihad Mujakic,Last,Last,41.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Sead Kolasinac,5,Sead Kolasinac,Last,Last,41.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Stjepan Radeljic,21,Stjepan Radeljic,Last,Last,41.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Tarik Muharemovic,4,Tarik Muharemovic,Last,Last,41.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Goalscorers,Goalscorers,Dennis Hadzikadunic,3,Dennis Hadzikadunic,Last,Last,51.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Jonathan David,10,Jonathan David,1+,1+,1.33
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Cyle Larin,9,Cyle Larin,1+,1+,1.44
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Promise David,24,Promise David,1+,1+,1.44
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Tani Oluwaseyi,12,Tani Oluwaseyi,1+,1+,1.66
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Edin Dzeko,11,Edin Dzeko,1+,1+,1.72
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Ermedin Demirovic,10,Ermedin Demirovic,1+,1+,1.83
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Haris Tabakovic,23,Haris Tabakovic,1+,1+,1.83
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Jacob Shaffelburg,14,Jacob Shaffelburg,1+,1+,1.83
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Jayden Nelson,26,Jayden Nelson,1+,1+,1.83
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Jovo Lukic,25,Jovo Lukic,1+,1+,2.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Kerim Alajbegovic,19,Kerim Alajbegovic,1+,1+,2.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Tajon Buchanan,17,Tajon Buchanan,1+,1+,2.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Jonathan Osorio,21,Jonathan Osorio,1+,1+,2.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Liam Millar,11,Liam Millar,1+,1+,2.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Nathan-Dylan Saliba,25,Nathan-Dylan Saliba,1+,1+,2.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Samed Bazdar,9,Samed Bazdar,1+,1+,2.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Esmir Bajraktarevic,20,Esmir Bajraktarevic,1+,1+,2.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Ali Ahmed,20,Ali Ahmed,1+,1+,2.62
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Ermin Mahmic,26,Ermin Mahmic,1+,1+,2.62
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Mathieu Choiniere,6,Mathieu Choiniere,1+,1+,2.62
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Ismael Kone,8,Ismael Kone,1+,1+,3.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Armin Gigovic,8,Armin Gigovic,1+,1+,3.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Stephen Eustaquio,7,Stephen Eustaquio,1+,1+,3.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Benjamin Tahirovic,6,Benjamin Tahirovic,1+,1+,3.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Nikola Katic,18,Nikola Katic,1+,1+,3.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Alfie Jones,3,Alfie Jones,1+,1+,3.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Alistair Johnston,2,Alistair Johnston,1+,1+,3.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Derek Cornelius,13,Derek Cornelius,1+,1+,3.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Dzenis Burnic,17,Dzenis Burnic,1+,1+,3.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Joel Waterman,5,Joel Waterman,1+,1+,3.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Luc De Fougerolles,4,Luc De Fougerolles,1+,1+,3.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Niko Sigur,23,Niko Sigur,1+,1+,3.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Amar Memic,15,Amar Memic,1+,1+,4.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Ivan Basic,13,Ivan Basic,1+,1+,4.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Amir Hadziahmetovic,16,Amir Hadziahmetovic,1+,1+,4.33
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Ivan Sunjic,14,Ivan Sunjic,1+,1+,4.33
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Richie Laryea,22,Richie Laryea,1+,1+,4.33
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Moise Bombito,15,Moise Bombito,1+,1+,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Amar Dedic,7,Amar Dedic,1+,1+,7.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Dennis Hadzikadunic,3,Dennis Hadzikadunic,1+,1+,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Nidal Celik,24,Nidal Celik,1+,1+,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Nihad Mujakic,2,Nihad Mujakic,1+,1+,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Sead Kolasinac,5,Sead Kolasinac,1+,1+,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Stjepan Radeljic,21,Stjepan Radeljic,1+,1+,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Jonathan David,10,Jonathan David,2+,2+,2.62
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Cyle Larin,9,Cyle Larin,2+,2+,3.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Promise David,24,Promise David,2+,2+,3.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Tani Oluwaseyi,12,Tani Oluwaseyi,2+,2+,4.33
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Edin Dzeko,11,Edin Dzeko,2+,2+,4.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Ermedin Demirovic,10,Ermedin Demirovic,2+,2+,5.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Haris Tabakovic,23,Haris Tabakovic,2+,2+,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Jacob Shaffelburg,14,Jacob Shaffelburg,2+,2+,5.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Jayden Nelson,26,Jayden Nelson,2+,2+,5.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Jovo Lukic,25,Jovo Lukic,2+,2+,6.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Kerim Alajbegovic,19,Kerim Alajbegovic,2+,2+,6.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Tajon Buchanan,17,Tajon Buchanan,2+,2+,6.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Jonathan Osorio,21,Jonathan Osorio,2+,2+,9.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Liam Millar,11,Liam Millar,2+,2+,9.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Nathan-Dylan Saliba,25,Nathan-Dylan Saliba,2+,2+,9.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Samed Bazdar,9,Samed Bazdar,2+,2+,9.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Esmir Bajraktarevic,20,Esmir Bajraktarevic,2+,2+,10.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Ali Ahmed,20,Ali Ahmed,2+,2+,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Ermin Mahmic,26,Ermin Mahmic,2+,2+,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Mathieu Choiniere,6,Mathieu Choiniere,2+,2+,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Ismael Kone,8,Ismael Kone,2+,2+,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Armin Gigovic,8,Armin Gigovic,2+,2+,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Stephen Eustaquio,7,Stephen Eustaquio,2+,2+,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Benjamin Tahirovic,6,Benjamin Tahirovic,2+,2+,19.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Nikola Katic,18,Nikola Katic,2+,2+,19.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Alfie Jones,3,Alfie Jones,2+,2+,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Alistair Johnston,2,Alistair Johnston,2+,2+,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Derek Cornelius,13,Derek Cornelius,2+,2+,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Dzenis Burnic,17,Dzenis Burnic,2+,2+,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Joel Waterman,5,Joel Waterman,2+,2+,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Luc De Fougerolles,4,Luc De Fougerolles,2+,2+,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Niko Sigur,23,Niko Sigur,2+,2+,19.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Amar Memic,15,Amar Memic,2+,2+,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Ivan Basic,13,Ivan Basic,2+,2+,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Amir Hadziahmetovic,16,Amir Hadziahmetovic,2+,2+,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player Shots On Target,Player Shots On Target,Ivan Sunjic,14,Ivan Sunjic,2+,2+,21.00
